Right Shoulder Abduction;Right Shoulder Internal;Right Shoulder Flexion;Right Elbow Pronation;Right Elbow Flexion;Right Wrist Ulnar;Right Wrist Flexion;Right Hip Flexion;Right Knee Flexion;Right Ankle Dorsiflexion;Left Shoulder Abduction;Left Shoulder Internal;Left Shoulder Flexion;Left Elbow Pronation;Left Elbow Flexion;Left Wrist Ulnar;Left Wrist Flexion;Left Hip Flexion;Left Knee Flexion;Left Ankle Dorsiflexion;Right Pelvis X;Right Pelvis Y;Right Pelvis Z;Right Pelvis Q0;Right Pelvis Q1;Right Pelvis Q2;Right Pelvis Q3;Left Pelvis X;Left Pelvis Y;Left Pelvis Z;Left Pelvis Q0;Left Pelvis Q1;Left Pelvis Q2;Left Pelvis Q3
15,27023899;9,44848729;16,94905311;127,5653184;57,10597174;-7,094338209;-14,39767412;56,23662819;12,34380418;6,851291235;13,98631439;8,156798603;15,41610525;123,9622832;56,63414281;-4,935260356;-14,97227623;57,26242115;15,52037269;6,528070819;-0,117958705;-0,277479336;0,352309429;0,687587699;0,17322649;-0,18306989;0,671652129;-0,090944581;-0,284384634;0,351145452;0,666531475;0,1702669;-0,190633177;0,691190126
15,2459495;9,380523038;16,88082797;127,6084548;57,04045044;-7,058922804;-14,34738004;56,24811243;13,11323421;6,649527471;13,95528311;8,098879597;15,38877212;123,9937106;56,52457632;-4,938171084;-14,91001299;57,1928482;16,40049372;6,310979415;-0,118007057;-0,277508878;0,352298924;0,687603284;0,173210851;-0,183068883;0,67166806;-0,090891595;-0,284383443;0,35115177;0,666560856;0,170311797;-0,190760074;0,69116107
15,20668466;9,341078575;16,8191893;127,6804435;56,90734037;-7,03770072;-14,28020084;56,20783949;14,07143143;6,408712612;13,91138731;8,073606315;15,37351624;124,0345265;56,37949213;-4,956681189;-14,84464604;57,09037928;17,46052714;6,048768361;-0,118050558;-0,277519892;0,352303762;0,687610911;0,173227087;-0,183098895;0,671687791;-0,090835192;-0,284356094;0,351169701;0,666596907;0,170349303;-0,190914951;0,691121739
15,15819773;9,325403289;16,76855743;127,7641609;56,73340862;-7,029268329;-14,20730389;56,13399589;15,16772474;6,143817271;13,86361301;8,061524314;15,36289486;124,0764223;56,21591085;-4,982104909;-14,7777155;56,96699779;18,6551291;5,756880713;-0,118095093;-0,277515885;0,352322641;0,687615969;0,173257146;-0,183136592;0,671707051;-0,090774102;-0,284306803;0,35119925;0,666588468;0,170396193;-0,191097603;0,691118576
15,10450261;9,332268994;16,73389932;127,8511481;56,52854226;-7,033612776;-14,13459881;56,03134738;16,42728572;5,852879835;13,81036528;8,073529677;15,36216345;124,1172208;56,03026823;-5,017089995;-14,71148809;56,82113982;20,01126165;5,442940974;-0,118139094;-0,277492458;0,352358696;0,68761252;0,173314419;-0,183202132;0,671725717;-0,090706069;-0,284232287;0,351247585;0,666565465;0,170450545;-0,191316254;0,691118677
15,04983957;9,359438705;16,7204547;127,9381344;56,30337737;-7,050789123;-14,06261999;55,90247035;17,84316381;5,533721513;13,75954134;8,101225192;15,36623285;124,1467431;55,83900256;-5,060495291;-14,64663932;56,66215796;21,52228355;5,121201103;-0,118183103;-0,27745103;0,352411893;0,687611129;0,173400554;-0,183295404;0,671731541;-0,090633077;-0,284137487;0,351314234;0,666517344;0,170518982;-0,191582308;0,691123877
14,99976774;9,399276249;16,7240456;128,0191318;56,07217289;-7,077922334;-14,00032005;55,75679849;19,41439942;5,193234856;13,71170504;8,152417938;15,37859179;124,1612994;55,6349374;-5,111454712;-14,58605848;56,49118905;23,19138297;4,796731767;-0,118227843;-0,27739292;0,352481099;0,687610114;0,173514;-0,183429826;0,671723524;-0,090560607;-0,28402146;0,351400408;0,666444968;0,17059818;-0,191879148;0,691136644
14,95381601;9,450883948;16,74307128;128,0943257;55,83770975;-7,111650854;-13,94805068;55,60187997;21,14066686;4,836618398;13,66996035;8,219581398;15,39739833;124,1639273;55,42689039;-5,167012772;-14,52594501;56,31769327;25,00607108;4,460696187;-0,118272208;-0,277321966;0,352563467;0,6876068;0,173642984;-0,183581107;0,671709508;-0,09049079;-0,283891935;0,351499995;0,666353469;0,170681608;-0,192181246;0,691159343
14,91249577;9,512822637;16,77365404;128,1563476;55,60212065;-7,147134463;-13,90806106;55,44753567;23,0221691;4,464478831;13,63283445;8,305374837;15,42248885;124,1548355;55,21314737;-5,224861982;-14,46842167;56,13962359;26,95808614;4,105323971;-0,118314941;-0,277244539;0,3526551;0,687604321;0,173776144;-0,183740728;0,671687924;-0,090427714;-0,283753002;0,351609724;0,666262034;0,170770873;-0,192481465;0,691177127
14,87589913;9,590923935;16,81043556;128,2028388;55,37291092;-7,180508599;-13,88158091;55,30106492;25,05864149;4,077324567;13,60166753;8,399954991;15,450076;124,1530566;55,00322436;-5,282185145;-14,41351649;55,96688347;29,0366569;3,711247832;-0,118353362;-0,277165761;0,352755186;0,687611776;0,173903219;-0,183898507;0,671650408;-0,090372383;-0,283610277;0,351723656;0,666180568;0,170847991;-0,192767883;0,691185627
14,84500105;9,681379518;16,84878421;128,2305142;55,15597067;-7,211477087;-13,8639264;55,16689922;27,23657863;3,671353693;13,57639888;8,503792756;15,48206464;124,1585259;54,79182734;-5,334820096;-14,3628538;55,79877949;31,2388225;3,280808874;-0,118384426;-0,277087913;0,352863452;0,687623273;0,174019519;-0,184047706;0,671606465;-0,090325101;-0,283464308;0,35184121;0,666113264;0,170914711;-0,193039402;0,691182084
14,82171577;9,785707776;16,88861561;128,2455544;54,95516352;-7,239161928;-13,85297116;55,04440599;29,54948975;3,240524095;13,55465766;8,609655097;15,5165659;124,1745389;54,57854531;-5,379839554;-14,31683;55,63350372;33,5444338;2,817914046;-0,118405801;-0,277013351;0,352979045;0,68764097;0,174132889;-0,184193825;0,671552442;-0,090286676;-0,283319547;0,351960917;0,666030384;0,170979359;-0,193299801;0,691193417
14,80319347;9,900903244;16,928754;128,2563451;54,77039658;-7,266113624;-13,84500206;54,93305146;31,97391434;2,773103587;13,53765656;8,721663078;15,5562797;124,1919152;54,35976618;-5,412638235;-14,27887796;55,4702943;35,93859569;2,323922278;-0,118422215;-0,276942259;0,353100076;0,68766087;0,174234471;-0,184331559;0,671496739;-0,09025507;-0,283180625;0,352081887;0,665943878;0,171029161;-0,19352539;0,691215234
14,78639095;10,02646331;16,97203638;128,2757557;54,59352073;-7,29250621;-13,84075741;54,83324872;34,48412808;2,265103243;13,52322727;8,837993924;15,59981275;124,2093159;54,13606442;-5,431392459;-14,25045012;55,30658715;38,39209638;1,79763524;-0,118438741;-0,276878505;0,353221118;0,687683224;0,174311365;-0,184441707;0,671446769;-0,090232044;-0,283048685;0,352201843;0,665872751;0,171068646;-0,193721982;0,691229997
14,77014741;10,15179488;17,01498913;128,307979;54,41318088;-7,317001116;-13,83539273;54,74029132;37,05419891;1,726229815;13,5083625;8,963073445;15,64901147;124,2351815;53,90250641;-5,438512484;-14,22917724;55,14271162;40,88623579;1,2500676;-0,118456475;-0,276822721;0,353338824;0,687708785;0,174347689;-0,18449322;0,671410066;-0,090216587;-0,282928021;0,352316735;0,665815122;0,171069032;-0,193869382;0,691250829
14,75266274;10,27242528;17,06063411;128,361587;54,22144111;-7,335990218;-13,83267998;54,64744772;39,66415211;1,16997705;13,49191511;9,091184638;15,70375911;124,2709648;53,65849412;-5,43838255;-14,21259989;54,98140962;43,40131861;0,679430673;-0,118475802;-0,276776581;0,35345266;0,687732757;0,174345313;-0,184488377;0,671390623;-0,090205948;-0,28282144;0,352420511;0,665782483;0,171018813;-0,193949028;0,691276536
14,73145939;10,38606587;17,10973278;128,4334465;54,01652477;-7,350237874;-13,82251502;54,55232854;42,28166159;0,604195653;13,47111664;9,223457106;15,76229313;124,3139008;53,39734093;-5,432736659;-14,19905674;54,82158677;45,9150334;0,104683682;-0,1184961;-0,276744248;0,353561087;0,687768466;0,174294699;-0,184406762;0,671384334;-0,090197161;-0,282731022;0,352510607;0,665776866;0,170896077;-0,193945535;0,691316284
14,70235378;10,49330786;17,16690375;128,5116149;53,79681859;-7,356402037;-13,80449873;54,45014008;44,8907722;0,045255971;13,44322907;9,356357829;15,8253425;124,348016;53,11050058;-5,424431763;-14,18428836;54,65740606;48,39586653;-0,462148197;-0,118518133;-0,276723243;0,353662154;0,687818132;0,174205418;-0,184272554;0,671385475;-0,090184566;-0,282656523;0,352587872;0,665806234;0,170705347;-0,193858069;0,691358805
14,66437314;10,60266351;17,23265873;128,5791847;53,56120803;-7,353390932;-13,77714334;54,342368;47,47430096;-0,508319766;13,40703556;9,490837515;15,89297814;124,3645097;52,79765072;-5,407687669;-14,17116742;54,49100723;50,83547199;-1,015639244;-0,118545452;-0,276716417;0,353754283;0,687884198;0,174067583;-0,18407465;0,671396988;-0,090165482;-0,282604716;0,352650118;0,665844839;0,170434695;-0,19367701;0,691433539
14,61623592;10,71481666;17,31103585;128,6232122;53,30113992;-7,338333559;-13,74707951;54,22560601;50,01358131;-1,056251219;13,36483427;9,623118812;15,9655287;124,3678219;52,46771023;-5,385182096;-14,16209924;54,32274469;53,22467162;-1,552504285;-0,118579046;-0,27672241;0,353834271;0,687961298;0,173877767;-0,183818999;0,671425913;-0,090140745;-0,282569012;0,352700905;0,665892577;0,170106406;-0,193436108;0,691524359
14,55869732;10,83866188;17,40443031;128,6477315;53,01260776;-7,312366651;-13,7169116;54,09497556;52,4876891;-1,591666731;13,31578848;9,756614223;16,04357751;124,3598652;52,1257599;-5,357614894;-14,15445121;54,15128303;55,55559369;-2,076969428;-0,118621846;-0,276737918;0,353903091;0,688035892;0,173645845;-0,183513802;0,671478328;-0,0901094;-0,282548562;0,352742845;0,665954661;0,169742171;-0,193155991;0,691617554
14,49286055;10,96613205;17,51046935;128,6633773;52,69595945;-7,277237623;-13,68441863;53,95209381;54,88622472;-2,109456439;13,26031711;9,89638882;16,12933444;124,3487365;51,77998041;-5,33279462;-14,14473638;53,98028789;57,82356729;-2,588555737;-0,118674366;-0,276765769;0,353959195;0,68811173;0,173366586;-0,183150287;0,671553495;-0,090066644;-0,282540684;0,352776952;0,666030899;0,169360046;-0,192839693;0,691708053
14,41889342;11,10358491;17,62580882;128,6833887;52,35542565;-7,242036616;-13,64716639;53,79479882;57,19026895;-2,595158902;13,19952268;10,04263796;16,21972107;124,3385031;51,43918426;-5,314674829;-14,13219038;53,81130494;60,01327279;-3,07241589;-0,118734633;-0,276800254;0,354003666;0,688192289;0,173055243;-0,182754185;0,671638153;-0,090014132;-0,282541503;0,352806613;0,666111806;0,168957466;-0,192498189;0,691800285
14,34104617;11,24318052;17,7431425;128,7140726;51,99668512;-7,208471209;-13,60470379;53,62817649;59,40201629;-3,021658877;13,13514448;10,19213354;16,31572606;124,3278297;51,10088937;-5,305224385;-14,11120788;53,64143902;62,13088092;-3,511794101;-0,118801134;-0,276841795;0,35403857;0,688277266;0,172706888;-0,18232171;0,671730908;-0,089957322;-0,282547423;0,352831825;0,666194552;0,168548234;-0,19213875;0,691891792
14,26095458;11,38247692;17,86077019;128,7480133;51,62845421;-7,178601334;-13,5600996;53,45060139;61,51895568;-3,379062824;13,06970524;10,34166511;16,41355798;124,3188975;50,77165992;-5,299849787;-14,09070504;53,47595404;64,15120611;-3,868895474;-0,118872312;-0,276884696;0,354069792;0,688352105;0,172351639;-0,181895278;0,671828544;-0,089894504;-0,282558959;0,35285201;0,666270594;0,168145687;-0,191764187;0,691986324
14,17923576;11,51771345;17,97645219;128,7854399;51,2557639;-7,150784431;-13,52125083;53,26696303;63,5327102;-3,645502071;13,00812516;10,48708504;16,51269037;124,3019793;50,44987269;-5,295693266;-14,07120417;53,30956142;66,08325664;-4,159585964;-0,118945902;-0,276926029;0,354097372;0,688417163;0,171988339;-0,181480026;0,671928534;-0,089831298;-0,282572631;0,352868608;0,666347033;0,16778598;-0,191403427;0,692063732
14,09882129;11,64766083;18,08848029;128,8144011;50,89009489;-7,124403234;-13,49547365;53,07749159;65,43594941;-3,753749059;12,95333998;10,62519249;16,61154633;124,2694585;50,13883393;-5,28850847;-14,05899192;53,14665278;67,91208005;-4,380407633;-0,119023198;-0,276963345;0,35412309;0,688458602;0,171636895;-0,181101471;0,672034748;-0,089768146;-0,282591927;0,352880758;0,666411172;0,167475999;-0,191061172;0,692133173
14,02172524;11,77444901;18,19873024;128,8297259;50,5369371;-7,099750005;-13,48602406;52,88953128;67,2237932;-3,88752676;12,90895098;10,76040933;16,70902272;124,216222;49,84120636;-5,279628773;-14,05032671;52,98788689;69,6329878;-4,486844459;-0,119099254;-0,27699451;0,354148114;0,688473771;0,171307383;-0,180780401;0,672144924;-0,089712009;-0,282612636;0,352886983;0,666472383;0,167215851;-0,190744999;0,692185018
13,95083436;11,89781157;18,30784651;128,8265686;50,20861634;-7,07299858;-13,50020617;52,7077447;68,89505621;-3,966491304;12,87086544;10,88940249;16,80267054;124,1417681;49,5714224;-5,271021612;-14,0453977;52,83572446;71,22997205;-4,571398144;-0,119177284;-0,277020032;0,354171863;0,688465697;0,171008296;-0,180523406;0,672256883;-0,089666642;-0,282631463;0,352889297;0,66653618;0,167027486;-0,190480552;0,692202824
13,8890162;12,01363889;18,41458683;128,7978103;49,91313976;-7,040076164;-13,52972283;52,53318905;70,45428845;-4,002731091;12,8358655;11,01677425;16,89439611;124,0546196;49,32537633;-5,264227003;-14,04216535;52,69063766;72,7111458;-4,655915309;-0,119257187;-0,27703821;0,354195339;0,688426968;0,170745891;-0,180321812;0,672378691;-0,089626297;-0,282647346;0,352888542;0,666610627;0,166903609;-0,190258664;0,69218341
13,83930359;12,11707915;18,51466106;128,7548895;49,65877854;-7,004216811;-13,5567865;52,37032093;71,8763495;-3,973560334;12,80507467;11,13163058;16,97831336;123,9587613;49,11124278;-5,257583156;-14,04238977;52,55780211;74,05577114;-4,694429887;-0,119335765;-0,277048097;0,354216219;0,688354208;0,170525027;-0,180178759;0,672511335;-0,089593823;-0,282660462;0,35288147;0,666691435;0,166852179;-0,190080502;0,692127748
13,80404023;12,19996796;18,60188964;128,7061458;49,43717335;-6,966523732;-13,57118406;52,2200462;73,16480831;-3,857955919;12,780039;11,23543303;17,05756403;123,8603146;48,9227843;-5,250838949;-14,04583198;52,43994074;75,27668537;-4,699158334;-0,119408421;-0,277050254;0,3542305;0,688268447;0,17033824;-0,180085004;0,672639676;-0,089569602;-0,282671352;0,352866662;0,66678426;0,166849144;-0,189935336;0,692039514
13,78220087;12,26380866;18,67471899;128,6597391;49,24618429;-6,932046815;-13,5850119;52,08682982;74,29560766;-3,70134296;12,76114846;11,31672547;17,12524854;123,7712272;48,76205522;-5,245153751;-14,04543971;52,33581294;76,35732683;-4,699515324;-0,119471378;-0,277048396;0,354234259;0,688173054;0,170176494;-0,180036002;0,672764138;-0,089554419;-0,28267847;0,352844236;0,666879159;0,166899404;-0,189824388;0,69192747
13,77580007;12,30285527;18,7303677;128,6208818;49,08820219;-6,894656789;-13,60884776;51,97699949;75,26444689;-3,520579502;12,74892934;11,37748798;17,18449741;123,692172;48,62908549;-5,234477131;-14,05215897;52,24519447;77,30480647;-4,665327842;-0,119519175;-0,277043875;0,354227511;0,688059946;0,170043601;-0,180039615;0,672886766;-0,089546267;-0,282684666;0,35281608;0,666965754;0,167001908;-0,189753011;0,691801937
13,77986583;12,33168108;18,76948136;128,5793612;48,96377118;-6,858130524;-13,64799678;51,89138872;76,07108899;-3,364119874;12,74401418;11,4096757;17,2291391;123,6286223;48,52991238;-5,219257374;-14,06160525;52,16480706;78,08829365;-4,604974306;-0,119553526;-0,277039875;0,354211395;0,687936396;0,169935058;-0,180080329;0,673004094;-0,089544795;-0,282689117;0,352785117;0,66703308;0,167166827;-0,189740332;0,691669175
13,79050857;12,34904269;18,79216785;128,5377198;48,88174709;-6,826580532;-13,69964226;51,82604077;76,72778193;-3,276546837;12,74176662;11,42681592;17,26717219;123,5729403;48,44938425;-5,197404429;-14,06794502;52,09224928;78,72581248;-4,537823143;-0,119575434;-0,277034627;0,354191676;0,687805295;0,169875045;-0,180178816;0,673104531;-0,089544813;-0,282693515;0,352754377;0,667090649;0,167358512;-0,189761179;0,691532116
13,80587425;12,35934581;18,79521871;128,495071;48,8432456;-6,805207645;-13,75024999;51,78149215;77,21115126;-3,267567745;12,74513883;11,4197366;17,29345066;123,526826;48,40041351;-5,175192896;-14,0666644;52,03372696;79,18413296;-4,483116694;-0,11959068;-0,277031188;0,354173526;0,687669743;0,169883709;-0,180327462;0,673179274;-0,089550687;-0,282699169;0,352720193;0,667134584;0,167569866;-0,189811491;0,691402207
13,81907657;12,35986845;18,78715011;128,4644629;48,84112769;-6,792886229;-13,78172865;51,74599488;77,53349363;-3,317338315;12,74892527;11,40340976;17,31213442;123,4904833;48,37330834;-5,151213205;-14,06588189;51,98917869;79,49233542;-4,503869396;-0,119598634;-0,277029447;0,354156688;0,687537282;0,169944615;-0,180525518;0,673228287;-0,089558653;-0,28270542;0,352687947;0,66716939;0,167783626;-0,18988781;0,691280315
13,83146992;12,34752535;18,77149675;128,4340589;48,87361327;-6,787166953;-13,7967207;51,72406697;77,69836245;-3,423048507;12,75620481;11,3697253;17,31816277;123,4738621;48,38584663;-5,133678752;-14,0694563;51,97088509;79,62590902;-4,575421286;-0,119602251;-0,277030419;0,354141165;0,687408871;0,170050828;-0,180753874;0,673255768;-0,089565426;-0,282720343;0,352653725;0,667188585;0,167992;-0,189982069;0,691178286
13,83753632;12,32442272;18,75507173;128,4046353;48,92928865;-6,779802425;-13,8007645;51,7146336;77,73120209;-3,550374822;12,76319233;11,3298563;17,3148549;123,4718867;48,42035734;-5,119183508;-14,08701595;51,97211883;79,62103432;-4,688872651;-0,119594584;-0,277037547;0,354127537;0,687305362;0,170153724;-0,180972243;0,673264858;-0,089570905;-0,282732915;0,352625951;0,667192675;0,168181681;-0,190102622;0,691095247
13,84579294;12,28446406;18,73467204;128,3644417;49,00830941;-6,772916235;-13,79825436;51,71992103;77,61620795;-3,70090265;12,77236007;11,28178703;17,30182104;123,4747532;48,48873888;-5,10912568;-14,11436594;51,9977436;79,46123174;-4,81928778;-0,119579259;-0,277047151;0,354113208;0,687226855;0,170264908;-0,181178737;0,673251086;-0,089573797;-0,282748573;0,352599799;0,667181179;0,168357966;-0,190244534;0,691029466
13,85180301;12,23820294;18,71514281;128,3253574;49,09711867;-6,767100158;-13,79350524;51,73780122;77,44329921;-3,865260581;12,77870065;11,23791494;17,28416933;123,477793;48,56366958;-5,099551097;-14,14810611;52,03651485;79,23814439;-4,952568156;-0,119563323;-0,277060122;0,354099819;0,687169945;0,170368484;-0,181354867;0,673228393;-0,089571156;-0,282764908;0,352580064;0,667150356;0,168515909;-0,190392511;0,690988582